player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
A. Granqvist,Defender,86.86363636363636,0.2727272727272727,0.09090909090909091,0.0,0.0,47.0,0.09090909090909091,85.0,0.0,0.5454545454545454,1.1818181818181819,0.5909090909090909,0.0,3.4545454545454546,2.227272727272727,0.2727272727272727,0.18181818181818182,0.18181818181818182,6.847619,Allsvenskan
P. Karlsson,Defender,86.3076923076923,0.02564102564102564,0.0,0.02564102564102564,0.0,17.974358974358974,0.0,79.89226438020249,0.0,0.15384615384615385,0.3333333333333333,0.41025641025641024,0.0,2.2051282051282053,1.4102564102564104,0.02564102564102564,0.02564102564102564,0.05128205128205128,6.629491115265961,Allsvenskan
J. Johansson,Midfielder,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Svenska Cupen
M. Lustig,Defender,80.43333333333334,0.06666666666666667,0.0,0.0,0.03333333333333333,8.0,0.06666666666666667,32.93333333333334,0.0,0.3333333333333333,0.16666666666666666,0.2,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.03333333333333333,3.0147615333333335,Jupiler Pro League
S. Larsson,Midfielder,80.53658536585367,0.43902439024390244,0.1951219512195122,0.2439024390243902,0.0975609756097561,12.317073170731707,0.5121951219512195,72.91763174592614,0.0,0.7317073170731707,0.14634146341463414,0.3170731707317073,0.0,3.317073170731707,1.853658536585366,0.17073170731707318,0.07317073170731707,0.24390243902439024,6.856630437676788,Allsvenskan
M. Berg,Attacker,64.57894736842105,0.9210526315789473,0.5526315789473684,0.3157894736842105,0.05263157894736842,5.684210526315789,0.44736842105263164,66.66204986149583,0.0,0.13157894736842105,0.0,0.18421052631578946,0.0,2.5,0.894736842105263,0.2894736842105263,0.23684210526315788,0.18421052631578946,6.856232686980609,Premier League
P. Bengtsson,Defender,80.1063829787234,0.2127659574468085,0.0851063829787234,0.02127659574468085,0.0851063829787234,26.23404255319149,0.7872340425531915,76.32684472612041,0.0,0.44680851063829785,0.10638297872340426,0.3404255319148936,0.0,1.2553191489361704,0.6595744680851063,0.5106382978723405,0.36170212765957444,0.0425531914893617,6.78350859167044,Superliga
S. Andersson,Attacker,79.72222222222221,1.9166666666666667,1.0833333333333333,0.3611111111111111,0.027777777777777776,13.472222222222221,0.6944444444444444,58.916666666666664,0.0,0.5555555555555556,0.08333333333333333,0.1388888888888889,0.0,4.138888888888889,1.6944444444444444,1.5277777777777777,0.6666666666666667,0.1388888888888889,6.934027749999999,Bundesliga
R. Gagliolo,Defender,81.94285714285714,0.8285714285714286,0.22857142857142856,0.08571428571428572,0.05714285714285714,24.628571428571426,0.5714285714285714,72.68571428571428,0.0,1.5428571428571427,0.5714285714285714,1.5714285714285714,0.0,2.1142857142857143,1.2571428571428571,0.6571428571428571,0.45714285714285713,0.2,6.953087085714286,Serie A
J. Guidetti,Attacker,45.2,1.0,0.25,0.15,0.05,6.85,0.7000000000000001,58.8,0.0,0.25,0.05,0.0,0.0,2.8,0.9,0.6500000000000001,0.4,0.15000000000000002,6.6694227,2. Bundesliga
